path,source,label,is_labeled,x,y
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/c6x2_9.bmp,ideal,c(6 x 2),True,-21.74808,26.468859
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_25.bmp,ideal,c(6 x 2),True,-20.346533,25.101976
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_26.bmp,ideal,c(6 x 2),True,-20.223232,24.934713
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_27.bmp,ideal,c(6 x 2),True,-20.225515,24.932825
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_28.bmp,ideal,c(6 x 2),True,-20.274532,24.998434
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_29.bmp,ideal,c(6 x 2),True,-21.59027,27.048805
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_30.bmp,ideal,c(6 x 2),True,-22.549835,26.778984
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_31.bmp,ideal,c(6 x 2),True,-21.84364,27.638018
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_32.bmp,ideal,c(6 x 2),True,-22.564198,27.218414
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_33.bmp,ideal,c(6 x 2),True,-21.770908,26.867273
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_34.bmp,ideal,c(6 x 2),True,-22.483076,26.781958
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_35.bmp,ideal,c(6 x 2),True,-21.778507,27.400805
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_36.bmp,ideal,c(6 x 2),True,-21.728327,27.5614
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_37.bmp,ideal,c(6 x 2),True,-22.254606,26.82593
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_38.bmp,ideal,c(6 x 2),True,-22.306005,26.847658
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_39.bmp,ideal,c(6 x 2),True,-22.807062,27.392931
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_40.bmp,ideal,c(6 x 2),True,-22.710932,27.48531
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_1.png,ideal,RT13,True,-0.3889183,50.201317
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_10.png,ideal,RT13,True,-0.5908803,49.03314
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_11.png,ideal,RT13,True,-21.265266,32.064056
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_14.png,ideal,RT13,True,-22.245857,31.309643
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_15.png,ideal,RT13,True,-1.8584502,6.562624
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_16.png,ideal,RT13,True,21.004118,0.6985148
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_17.png,ideal,RT13,True,23.816912,-15.00643
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_18.png,ideal,RT13,True,25.972374,-16.111994
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_19.png,ideal,RT13,True,3.3228238,40.02923
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_20.png,ideal,RT13,True,6.0932198,47.467297
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_21.png,ideal,RT13,True,-21.22145,32.046425
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_22.png,ideal,RT13,True,-21.223314,32.06351
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_23.png,ideal,RT13,True,-21.209774,32.06764
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_24.bmp,ideal,RT13,True,-5.0161996,10.564785
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_25.bmp,ideal,RT13,True,-5.035939,10.544622
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_26.bmp,ideal,RT13,True,-21.311749,32.075264
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_27.bmp,ideal,RT13,True,-21.485445,31.931032
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_28.bmp,ideal,RT13,True,4.699378,44.4061
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_29.bmp,ideal,RT13,True,2.9337804,38.008236
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_3.png,ideal,RT13,True,-1.9560789,50.09554
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_30.bmp,ideal,RT13,True,2.6139936,35.785187
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_31.bmp,ideal,RT13,True,1.3663918,29.45691
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_32.bmp,ideal,RT13,True,1.3663918,29.45691
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_33.bmp,ideal,RT13,True,0.31366923,30.061167
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_34.bmp,ideal,RT13,True,0.9588526,27.715397
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_35.bmp,ideal,RT13,True,0.08684337,27.095448
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_36.bmp,ideal,RT13,True,0.08684362,27.09545
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_37.bmp,ideal,RT13,True,0.75141346,26.570572
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_38.bmp,ideal,RT13,True,-0.30616707,15.523828
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_39.bmp,ideal,RT13,True,0.049962062,15.118303
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_40.bmp,ideal,RT13,True,-0.5217122,12.886788
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_41.bmp,ideal,RT13,True,-0.97524583,11.873874
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_42.bmp,ideal,RT13,True,-2.2928934,6.9121284
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_5.png,ideal,RT13,True,-0.5071643,49.343185
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_6.png,ideal,RT13,True,-0.5657847,48.9781
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_7.png,ideal,RT13,True,-0.7612202,49.194935
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_8.png,ideal,RT13,True,-0.60577774,49.28997
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_9.png,ideal,RT13,True,-0.6993349,49.925602
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_1.png,ideal,HTR,True,-1.3612995,50.25044
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_10.png,ideal,HTR,True,-0.932375,49.447063
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_11.png,ideal,HTR,True,-1.2758638,50.292034
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_12.png,ideal,HTR,True,-37.3821,8.514089
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_13.png,ideal,HTR,True,-43.154243,9.060256
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_14.png,ideal,HTR,True,-36.810493,8.635845
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_19.png,ideal,HTR,True,-21.377142,-0.21285997
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_2.png,ideal,HTR,True,-0.9589686,49.299614
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_20.bmp,ideal,HTR,True,-46.807487,13.478172
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_20.png,ideal,HTR,True,-38.954967,6.6338434
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_21.bmp,ideal,HTR,True,-39.47622,5.9525356
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_22.png,ideal,HTR,True,-51.20089,15.511853
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_23.bmp,ideal,HTR,True,-48.288174,14.197577
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_24.bmp,ideal,HTR,True,-47.73985,13.808591
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_25.bmp,ideal,HTR,True,-47.11852,14.019673
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_26.bmp,ideal,HTR,True,-47.82545,13.070972
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_27.bmp,ideal,HTR,True,-47.82545,13.070972
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_28.bmp,ideal,HTR,True,-46.807487,13.478172
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_29.bmp,ideal,HTR,True,-43.442917,9.999162
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_3.png,ideal,HTR,True,-0.928369,49.514126
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_30.bmp,ideal,HTR,True,-43.01184,9.66166
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_31.bmp,ideal,HTR,True,-40.069187,7.555097
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_32.bmp,ideal,HTR,True,-39.009846,6.3683906
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_33.bmp,ideal,HTR,True,-39.47622,5.9525356
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_4.png,ideal,HTR,True,-1.2588563,50.14896
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_6.png,ideal,HTR,True,-1.5209744,49.558155
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_7.png,ideal,HTR,True,-1.349795,50.334602
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_8.png,ideal,HTR,True,-1.8527235,50.888172
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_9.png,ideal,HTR,True,-1.3341177,50.30751
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/001_RR220204A_933C_0006.bmp,trajectory,,False,26.402887,-15.928095
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/002_RR220204A_933C_0010.bmp,trajectory,,False,25.934162,-15.900768
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/003_RR220204A_932C_0017.bmp,trajectory,,False,26.20983,-15.752409
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/004_RR220204A_932C_0020.bmp,trajectory,,False,26.548906,-16.037134
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/005_RR220204A_933C_0031.bmp,trajectory,,False,26.937195,-15.973667
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/006_RR220204A_931C_0041.bmp,trajectory,,False,27.31384,-16.070362
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/007_RR220204A_931C_0051.bmp,trajectory,,False,27.548464,-16.03043
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/008_RR220204A_931C_0100.bmp,trajectory,,False,27.529392,-16.021112
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/009_RR220204A_943C_0101.bmp,trajectory,,False,27.452465,-18.82579
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/010_RR220204A_945C_0102.bmp,trajectory,,False,27.538626,-18.857166
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/011_RR220204A_946C_0103.bmp,trajectory,,False,27.594442,-18.975555
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/012_RR220204A_931C_0107.bmp,trajectory,,False,27.569916,-19.060326
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/013_RR220204A_949C_0119.bmp,trajectory,,False,27.584818,-19.43504
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/014_RR220204A_949C_0121.bmp,trajectory,,False,27.589407,-19.80302
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/015_RR220204A_961C_0123.bmp,trajectory,,False,27.641253,-20.651733
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/016_RR220204A_961C_0125.bmp,trajectory,,False,27.655533,-21.257473
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/017_RR220204A_981C_0125.bmp,trajectory,,False,27.681723,-22.145294
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/018_RR220204A_971C_0125.bmp,trajectory,,False,27.64463,-21.650824
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/019_RR220204A_981C_0126-01.bmp,trajectory,,False,27.673935,-22.235182
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/020_RR220204A_981C_0126-02.bmp,trajectory,,False,27.664906,-22.396873
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/021_RR220204A_981C_0126-03.bmp,trajectory,,False,27.678436,-22.399607
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/022_RR220204A_981C_0127.bmp,trajectory,,False,27.661674,-22.54834
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/023_RR220204A_988C_0128.bmp,trajectory,,False,27.651344,-22.561485
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/024_RR220204A_927C_0130.bmp,trajectory,,False,27.686604,-21.568964
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/025_RR220204A_923C_0132.bmp,trajectory,,False,27.774517,-20.854612
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/026_RR220204A_869C_0133-01.bmp,trajectory,,False,28.47151,-19.677925
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/027_RR220204A_869C_0133-02.bmp,trajectory,,False,28.3539,-19.683167
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/028_RR220204A_869C_0134.bmp,trajectory,,False,28.428747,-19.680237
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/029_RR220204A_808C_0135.bmp,trajectory,,False,29.798191,-18.88965
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/030_RR220204A_800C_0136.bmp,trajectory,,False,29.966906,-18.832754
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/031_RR220204A_799C_0137.bmp,trajectory,,False,30.067982,-18.849457
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/032_RR220204A_711C_0139.bmp,trajectory,,False,30.461386,-18.830996
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/033_RR220204A_708C_0141.bmp,trajectory,,False,30.765411,-18.945118
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/034_RR220204A_655C_0142.bmp,trajectory,,False,31.015854,-19.047258
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/035_RR220204A_646C_0143.bmp,trajectory,,False,31.237059,-19.104168
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/036_RR220204A_587C_0145.bmp,trajectory,,False,31.488878,-19.231384
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/037_RR220204A_579C_0146.bmp,trajectory,,False,31.615957,-19.328518
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/038_RR220204A_576C_0147.bmp,trajectory,,False,31.726038,-19.51933
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/039_RR220204A_516C_0149.bmp,trajectory,,False,31.83489,-19.687922
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/040_RR220204A_505C_0150.bmp,trajectory,,False,31.961723,-19.775425
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/041_RR220204A_431C_0153.bmp,trajectory,,False,32.058167,-20.038078
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/042_RR220204A_423C_0154.bmp,trajectory,,False,32.303074,-20.533794
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/043_RR220204A_362C_0156.bmp,trajectory,,False,32.600014,-21.123085
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/044_RR220204A_348C_0157.bmp,trajectory,,False,32.687664,-21.276678
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/045_RR220204A_343C_0158.bmp,trajectory,,False,32.805405,-21.534782
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/046_RR220204A_339C_0159.bmp,trajectory,,False,32.957317,-21.838762
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/047_RR220204A_336C_0200.bmp,trajectory,,False,32.94926,-21.812428
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/048_RR220204A_245C_0201.bmp,trajectory,,False,33.31721,-22.89827
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/049_RR220204A_218C_0201.bmp,trajectory,,False,33.291206,-22.994598
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/050_RR220204A_190C_0202.bmp,trajectory,,False,33.287746,-23.063545
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/051_RR220204A_240C_0205.bmp,trajectory,,False,33.766277,-23.071465
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/052_RR220204A_239C_0205.bmp,trajectory,,False,33.609863,-22.91956
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/053_RR220204A_231C_0206.bmp,trajectory,,False,34.031773,-23.346754
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/054_RR220204A_241C_0206.bmp,trajectory,,False,33.77487,-23.056086
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/055_RR220204A_205C_0207.bmp,trajectory,,False,33.810062,-23.430355
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/056_RR220204A_191C_0208.bmp,trajectory,,False,33.710445,-23.621761
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/057_RR220204A_188C_0209.bmp,trajectory,,False,33.6684,-23.65126
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/058_RR220204A_178C_0211.bmp,trajectory,,False,34.07828,-23.708887
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/059_RR220204A_180C_0211.bmp,trajectory,,False,34.07828,-23.708887
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/060_RR220204A_165C_0212.bmp,trajectory,,False,34.06868,-23.909145
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/061_RR220204A_165C_0215-01.bmp,trajectory,,False,33.926155,-24.02215
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/062_RR220204A_165C_0215-02.bmp,trajectory,,False,33.75917,-24.113869
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/063_RR220204A_165C_0215-03.bmp,trajectory,,False,33.50008,-23.999895
