path,source,label,is_labeled,x,y
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/c6x2_18.bmp,ideal,c(6 x 2),True,10.404728,-9.820608
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/c6x2_19.bmp,ideal,c(6 x 2),True,10.450833,-10.337761
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/c6x2_2.bmp,ideal,c(6 x 2),True,10.503639,-9.99112
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/c6x2_20.bmp,ideal,c(6 x 2),True,9.086716,-17.577093
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/c6x2_21.bmp,ideal,c(6 x 2),True,9.142737,-17.52537
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/c6x2_22.bmp,ideal,c(6 x 2),True,9.092542,-17.434181
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/c6x2_23.bmp,ideal,c(6 x 2),True,8.963325,-19.327158
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/c6x2_24.bmp,ideal,c(6 x 2),True,8.891859,-18.208775
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/c6x2_3.bmp,ideal,c(6 x 2),True,10.028802,-11.25826
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/c6x2_4.bmp,ideal,c(6 x 2),True,9.13076,-17.480568
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/c6x2_5.bmp,ideal,c(6 x 2),True,8.859151,-18.620718
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/c6x2_6.bmp,ideal,c(6 x 2),True,8.534357,-19.026289
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/c6x2_7.bmp,ideal,c(6 x 2),True,8.975374,-16.92029
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/c6x2_8.bmp,ideal,c(6 x 2),True,8.821382,-17.127405
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/c6x2_9.bmp,ideal,c(6 x 2),True,7.1498184,-18.309858
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_25.bmp,ideal,c(6 x 2),True,10.52755,-9.531482
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_26.bmp,ideal,c(6 x 2),True,10.378081,-9.419317
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_27.bmp,ideal,c(6 x 2),True,10.2787285,-10.437318
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_28.bmp,ideal,c(6 x 2),True,10.283871,-10.119952
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_29.bmp,ideal,c(6 x 2),True,9.324452,-16.505014
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_30.bmp,ideal,c(6 x 2),True,9.03705,-17.277498
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_31.bmp,ideal,c(6 x 2),True,9.077809,-17.128557
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_32.bmp,ideal,c(6 x 2),True,9.322407,-17.28856
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_33.bmp,ideal,c(6 x 2),True,9.440396,-16.332268
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_34.bmp,ideal,c(6 x 2),True,9.154519,-17.45668
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_35.bmp,ideal,c(6 x 2),True,9.142737,-17.52537
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_36.bmp,ideal,c(6 x 2),True,9.186774,-17.039955
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_37.bmp,ideal,c(6 x 2),True,9.279354,-17.100399
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_38.bmp,ideal,c(6 x 2),True,8.863111,-18.06058
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_39.bmp,ideal,c(6 x 2),True,9.088723,-17.927162
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_40.bmp,ideal,c(6 x 2),True,8.694611,-18.761295
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_1.png,ideal,RT13,True,2.2194107,-66.45305
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_10.png,ideal,RT13,True,1.4087306,-67.54323
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_11.png,ideal,RT13,True,19.872633,10.999268
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_14.png,ideal,RT13,True,16.783924,-5.466854
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_15.png,ideal,RT13,True,5.7257476,-3.8685153
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_16.png,ideal,RT13,True,10.54707,5.813708
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_17.png,ideal,RT13,True,12.153571,3.1562464
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_18.png,ideal,RT13,True,10.965789,5.9304075
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_19.png,ideal,RT13,True,17.481787,1.9066931
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_20.png,ideal,RT13,True,20.455872,4.309186
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_21.png,ideal,RT13,True,12.014086,13.278403
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_22.png,ideal,RT13,True,15.700504,12.693721
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_23.png,ideal,RT13,True,15.623377,12.787771
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_24.bmp,ideal,RT13,True,17.263853,7.9936056
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_25.bmp,ideal,RT13,True,15.441795,2.4162838
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_26.bmp,ideal,RT13,True,14.724717,10.7379675
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_27.bmp,ideal,RT13,True,14.700532,7.9253902
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_28.bmp,ideal,RT13,True,19.362072,3.4028466
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_29.bmp,ideal,RT13,True,16.401445,0.8802901
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_3.png,ideal,RT13,True,2.1002724,-66.51598
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_30.bmp,ideal,RT13,True,15.6251135,0.21699873
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_31.bmp,ideal,RT13,True,13.7740965,-1.7645042
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_32.bmp,ideal,RT13,True,13.7740965,-1.7645042
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_33.bmp,ideal,RT13,True,13.806822,-1.8362453
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_34.bmp,ideal,RT13,True,13.167366,-2.275183
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_35.bmp,ideal,RT13,True,13.030346,-2.263147
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_36.bmp,ideal,RT13,True,13.030346,-2.263147
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_37.bmp,ideal,RT13,True,13.052641,-2.2139823
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_38.bmp,ideal,RT13,True,11.250903,-2.718537
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_39.bmp,ideal,RT13,True,11.28917,-2.8201592
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_40.bmp,ideal,RT13,True,10.317861,-3.0526183
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_41.bmp,ideal,RT13,True,9.502478,-3.0907288
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_42.bmp,ideal,RT13,True,5.865229,-3.9722073
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_5.png,ideal,RT13,True,1.7550107,-66.98054
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_6.png,ideal,RT13,True,1.3459777,-67.615395
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_7.png,ideal,RT13,True,1.704477,-67.188095
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_8.png,ideal,RT13,True,1.8062187,-66.95172
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_9.png,ideal,RT13,True,1.854138,-67.019875
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_1.png,ideal,HTR,True,1.9139603,-66.91594
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_10.png,ideal,HTR,True,1.7285275,-67.00679
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_11.png,ideal,HTR,True,2.0910413,-66.57887
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_12.png,ideal,HTR,True,-3.5302653,-7.585491
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_13.png,ideal,HTR,True,17.344193,-2.2865458
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_14.png,ideal,HTR,True,-6.0813265,-28.470768
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_19.png,ideal,HTR,True,4.169999,-1.7944047
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_2.png,ideal,HTR,True,1.8556621,-66.85066
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_20.bmp,ideal,HTR,True,1.5791655,-3.9434917
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_20.png,ideal,HTR,True,2.5253365,-4.4051886
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_21.bmp,ideal,HTR,True,2.4917023,-4.394769
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_22.png,ideal,HTR,True,2.988584,-2.1857326
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_23.bmp,ideal,HTR,True,2.1105938,-3.440168
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_24.bmp,ideal,HTR,True,1.8096598,-3.6289616
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_25.bmp,ideal,HTR,True,1.6803958,-3.8031886
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_26.bmp,ideal,HTR,True,1.3401945,-3.9599292
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_27.bmp,ideal,HTR,True,1.3401945,-3.9599292
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_28.bmp,ideal,HTR,True,1.5791655,-3.9434917
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_29.bmp,ideal,HTR,True,1.7077416,-4.1006355
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_3.png,ideal,HTR,True,1.988398,-66.66125
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_30.bmp,ideal,HTR,True,1.7812176,-4.0585494
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_31.bmp,ideal,HTR,True,2.2855954,-4.2029753
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_32.bmp,ideal,HTR,True,2.4659514,-4.202067
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_33.bmp,ideal,HTR,True,2.4917023,-4.394769
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_4.png,ideal,HTR,True,2.0899723,-66.64044
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_6.png,ideal,HTR,True,1.7395865,-66.88577
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_7.png,ideal,HTR,True,1.2102376,-67.87137
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_8.png,ideal,HTR,True,1.8878216,-67.155464
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_9.png,ideal,HTR,True,2.2256992,-66.34175
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/001_RR220204A_933C_0006.bmp,trajectory,,False,10.756265,6.3329616
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/002_RR220204A_933C_0010.bmp,trajectory,,False,10.674722,6.522478
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/003_RR220204A_932C_0017.bmp,trajectory,,False,10.47563,6.776764
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/004_RR220204A_932C_0020.bmp,trajectory,,False,10.364212,6.760653
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/005_RR220204A_933C_0031.bmp,trajectory,,False,10.067206,7.3681207
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/006_RR220204A_931C_0041.bmp,trajectory,,False,9.791013,7.9928575
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/007_RR220204A_931C_0051.bmp,trajectory,,False,9.194349,8.442378
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/008_RR220204A_931C_0100.bmp,trajectory,,False,9.132964,8.663384
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/009_RR220204A_943C_0101.bmp,trajectory,,False,10.36335,3.875025
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/010_RR220204A_945C_0102.bmp,trajectory,,False,10.127658,4.0014415
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/011_RR220204A_946C_0103.bmp,trajectory,,False,10.067139,4.0509014
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/012_RR220204A_931C_0107.bmp,trajectory,,False,9.957786,3.8671231
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/013_RR220204A_949C_0119.bmp,trajectory,,False,9.392453,4.04313
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/014_RR220204A_949C_0121.bmp,trajectory,,False,9.509988,4.209717
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/015_RR220204A_961C_0123.bmp,trajectory,,False,8.675503,4.4042397
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/016_RR220204A_961C_0125.bmp,trajectory,,False,8.253188,4.5190825
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/017_RR220204A_981C_0125.bmp,trajectory,,False,7.5443497,4.5034695
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/018_RR220204A_971C_0125.bmp,trajectory,,False,7.7190914,4.39277
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/019_RR220204A_981C_0126-01.bmp,trajectory,,False,7.4498744,4.559333
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/020_RR220204A_981C_0126-02.bmp,trajectory,,False,7.51347,4.527889
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/021_RR220204A_981C_0126-03.bmp,trajectory,,False,7.3725076,4.4679294
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/022_RR220204A_981C_0127.bmp,trajectory,,False,7.153885,4.415363
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/023_RR220204A_988C_0128.bmp,trajectory,,False,7.405073,4.80308
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/024_RR220204A_927C_0130.bmp,trajectory,,False,8.3173685,4.564295
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/025_RR220204A_923C_0132.bmp,trajectory,,False,8.916277,4.4136133
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/026_RR220204A_869C_0133-01.bmp,trajectory,,False,9.352582,4.064815
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/027_RR220204A_869C_0133-02.bmp,trajectory,,False,9.624028,4.109276
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/028_RR220204A_869C_0134.bmp,trajectory,,False,9.806689,4.054623
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/029_RR220204A_808C_0135.bmp,trajectory,,False,9.935529,4.1210384
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/030_RR220204A_800C_0136.bmp,trajectory,,False,10.600395,4.356565
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/031_RR220204A_799C_0137.bmp,trajectory,,False,10.746138,4.3249235
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/032_RR220204A_711C_0139.bmp,trajectory,,False,11.886963,3.7529783
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/033_RR220204A_708C_0141.bmp,trajectory,,False,11.229882,3.57999
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/034_RR220204A_655C_0142.bmp,trajectory,,False,10.743138,3.9152153
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/035_RR220204A_646C_0143.bmp,trajectory,,False,10.383018,3.7208986
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/036_RR220204A_587C_0145.bmp,trajectory,,False,9.545955,3.5417807
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/037_RR220204A_579C_0146.bmp,trajectory,,False,9.121579,3.681851
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/038_RR220204A_576C_0147.bmp,trajectory,,False,8.971596,3.5858943
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/039_RR220204A_516C_0149.bmp,trajectory,,False,8.133599,3.7159266
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/040_RR220204A_505C_0150.bmp,trajectory,,False,7.533762,3.8604503
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/041_RR220204A_431C_0153.bmp,trajectory,,False,5.863597,3.695407
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/042_RR220204A_423C_0154.bmp,trajectory,,False,5.217202,3.952026
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/043_RR220204A_362C_0156.bmp,trajectory,,False,4.250567,4.418307
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/044_RR220204A_348C_0157.bmp,trajectory,,False,3.4897585,4.6474767
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/045_RR220204A_343C_0158.bmp,trajectory,,False,2.9247699,4.9212985
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/046_RR220204A_339C_0159.bmp,trajectory,,False,2.6892102,5.284219
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/047_RR220204A_336C_0200.bmp,trajectory,,False,2.065761,5.836434
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/048_RR220204A_245C_0201.bmp,trajectory,,False,1.1236658,4.061795
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/049_RR220204A_218C_0201.bmp,trajectory,,False,0.65827984,4.356502
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/050_RR220204A_190C_0202.bmp,trajectory,,False,0.17606315,4.7190948
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/051_RR220204A_240C_0205.bmp,trajectory,,False,-4.4283853,9.301496
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/052_RR220204A_239C_0205.bmp,trajectory,,False,-3.7681592,8.615857
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/053_RR220204A_231C_0206.bmp,trajectory,,False,-6.6854205,9.623408
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/054_RR220204A_241C_0206.bmp,trajectory,,False,-5.21185,9.787585
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/055_RR220204A_205C_0207.bmp,trajectory,,False,-7.586732,10.001601
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/056_RR220204A_191C_0208.bmp,trajectory,,False,-8.946316,10.93233
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/057_RR220204A_188C_0209.bmp,trajectory,,False,-9.588723,11.144526
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/058_RR220204A_178C_0211.bmp,trajectory,,False,-11.93099,12.219785
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/059_RR220204A_180C_0211.bmp,trajectory,,False,-11.93099,12.219785
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/060_RR220204A_165C_0212.bmp,trajectory,,False,-13.604738,13.160339
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/061_RR220204A_165C_0215-01.bmp,trajectory,,False,-12.730967,14.012322
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/062_RR220204A_165C_0215-02.bmp,trajectory,,False,-12.873953,14.432463
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/063_RR220204A_165C_0215-03.bmp,trajectory,,False,-11.3742,14.948093
