path,source,label,is_labeled,x,y
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_35.bmp,ideal,c(6 x 2),True,27.642233,-29.371742
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_36.bmp,ideal,c(6 x 2),True,27.755337,-28.863174
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_37.bmp,ideal,c(6 x 2),True,27.116865,-29.35989
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_38.bmp,ideal,c(6 x 2),True,27.436964,-29.782055
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_39.bmp,ideal,c(6 x 2),True,27.429983,-29.801888
/content/quantum rheed codex/data/original data/STO_ideal_c6x2/ideal_c6x2_40.bmp,ideal,c(6 x 2),True,28.074665,-29.739748
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_1.png,ideal,RT13,True,25.473219,-43.80821
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_10.png,ideal,RT13,True,25.58158,-44.441444
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_11.png,ideal,RT13,True,38.31078,0.09798262
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_14.png,ideal,RT13,True,28.97462,-21.060287
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_15.png,ideal,RT13,True,3.9893973,-11.340648
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_16.png,ideal,RT13,True,4.98297,37.604183
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_17.png,ideal,RT13,True,20.388643,48.410122
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_18.png,ideal,RT13,True,22.847889,49.29435
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_19.png,ideal,RT13,True,38.220318,-6.651876
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_20.png,ideal,RT13,True,45.22434,-1.662453
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_21.png,ideal,RT13,True,38.150158,0.18413746
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_22.png,ideal,RT13,True,38.221214,0.122284085
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_23.png,ideal,RT13,True,38.219597,0.12553844
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_24.bmp,ideal,RT13,True,37.12475,-2.518531
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_25.bmp,ideal,RT13,True,37.05183,-2.6015549
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_26.bmp,ideal,RT13,True,38.136993,0.05052519
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_27.bmp,ideal,RT13,True,38.003937,-0.12344858
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_28.bmp,ideal,RT13,True,42.46387,-3.6360807
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_29.bmp,ideal,RT13,True,35.794872,-7.934034
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_3.png,ideal,RT13,True,25.067757,-43.908115
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_30.bmp,ideal,RT13,True,34.126614,-8.813631
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_31.bmp,ideal,RT13,True,28.462078,-10.451735
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_32.bmp,ideal,RT13,True,28.462078,-10.451735
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_33.bmp,ideal,RT13,True,28.199835,-10.677385
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_34.bmp,ideal,RT13,True,25.93777,-11.208461
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_35.bmp,ideal,RT13,True,25.352839,-11.0885725
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_36.bmp,ideal,RT13,True,25.352839,-11.0885725
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_37.bmp,ideal,RT13,True,25.485195,-11.284039
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_38.bmp,ideal,RT13,True,14.123375,-10.144695
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_39.bmp,ideal,RT13,True,13.895472,-10.565634
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_40.bmp,ideal,RT13,True,11.948765,-10.40084
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_41.bmp,ideal,RT13,True,10.535504,-10.145253
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_42.bmp,ideal,RT13,True,4.1295133,-11.240726
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_5.png,ideal,RT13,True,25.230648,-44.471478
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_6.png,ideal,RT13,True,25.64503,-44.363792
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_7.png,ideal,RT13,True,25.24369,-44.473984
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_8.png,ideal,RT13,True,25.142263,-44.417084
/content/quantum rheed codex/data/original data/STO_ideal_RT13/RT13_9.png,ideal,RT13,True,25.702793,-44.09201
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_1.png,ideal,HTR,True,25.003273,-44.22833
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_10.png,ideal,HTR,True,25.63791,-43.94096
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_11.png,ideal,HTR,True,25.2146,-43.794243
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_12.png,ideal,HTR,True,-0.99602956,-44.126526
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_13.png,ideal,HTR,True,28.968655,-21.039501
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_14.png,ideal,HTR,True,24.037256,-37.94887
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_19.png,ideal,HTR,True,3.9537122,-36.15516
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_2.png,ideal,HTR,True,25.595896,-43.88865
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_20.bmp,ideal,HTR,True,-18.992636,-34.70042
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_20.png,ideal,HTR,True,-11.137195,-39.60194
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_21.bmp,ideal,HTR,True,-11.610603,-39.80774
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_22.png,ideal,HTR,True,-23.038065,-32.05364
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_23.bmp,ideal,HTR,True,-20.677454,-33.52301
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_24.bmp,ideal,HTR,True,-19.996374,-33.854233
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_25.bmp,ideal,HTR,True,-19.643875,-34.07405
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_26.bmp,ideal,HTR,True,-18.24878,-34.498394
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_27.bmp,ideal,HTR,True,-18.24878,-34.498394
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_28.bmp,ideal,HTR,True,-18.992636,-34.70042
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_29.bmp,ideal,HTR,True,-15.723835,-36.643383
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_3.png,ideal,HTR,True,24.9937,-44.08326
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_30.bmp,ideal,HTR,True,-15.258832,-36.990044
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_31.bmp,ideal,HTR,True,-13.145091,-38.48873
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_32.bmp,ideal,HTR,True,-11.983159,-39.400883
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_33.bmp,ideal,HTR,True,-11.610745,-39.807995
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_4.png,ideal,HTR,True,25.420338,-43.79475
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_6.png,ideal,HTR,True,25.000261,-44.226433
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_7.png,ideal,HTR,True,25.52425,-44.467014
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_8.png,ideal,HTR,True,25.706669,-44.19112
/content/quantum rheed codex/data/original data/STO_ideal_HTR/HTR_9.png,ideal,HTR,True,25.098906,-43.86449
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/001_RR220204A_933C_0006.bmp,trajectory,,False,23.181057,49.41863
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/002_RR220204A_933C_0010.bmp,trajectory,,False,23.304346,49.45746
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/003_RR220204A_932C_0017.bmp,trajectory,,False,23.490225,49.496853
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/004_RR220204A_932C_0020.bmp,trajectory,,False,23.540981,49.512947
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/005_RR220204A_933C_0031.bmp,trajectory,,False,23.821743,49.583557
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/006_RR220204A_931C_0041.bmp,trajectory,,False,24.009048,49.643574
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/007_RR220204A_931C_0051.bmp,trajectory,,False,24.157381,49.68074
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/008_RR220204A_931C_0100.bmp,trajectory,,False,24.191414,49.687805
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/009_RR220204A_943C_0101.bmp,trajectory,,False,20.539177,45.523224
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/010_RR220204A_945C_0102.bmp,trajectory,,False,20.521603,45.346523
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/011_RR220204A_946C_0103.bmp,trajectory,,False,20.510292,45.32172
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/012_RR220204A_931C_0107.bmp,trajectory,,False,20.511873,45.30741
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/013_RR220204A_949C_0119.bmp,trajectory,,False,20.598959,44.842476
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/014_RR220204A_949C_0121.bmp,trajectory,,False,20.604803,44.728954
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/015_RR220204A_961C_0123.bmp,trajectory,,False,20.825262,44.071198
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/016_RR220204A_961C_0125.bmp,trajectory,,False,20.868917,43.876095
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/017_RR220204A_981C_0125.bmp,trajectory,,False,20.956852,43.500103
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/018_RR220204A_971C_0125.bmp,trajectory,,False,20.955305,43.59163
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/019_RR220204A_981C_0126-01.bmp,trajectory,,False,20.96453,43.452713
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/020_RR220204A_981C_0126-02.bmp,trajectory,,False,20.961107,43.474518
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/021_RR220204A_981C_0126-03.bmp,trajectory,,False,20.974169,43.43399
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/022_RR220204A_981C_0127.bmp,trajectory,,False,20.987514,43.380955
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/023_RR220204A_988C_0128.bmp,trajectory,,False,20.978117,43.40622
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/024_RR220204A_927C_0130.bmp,trajectory,,False,20.719536,43.939198
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/025_RR220204A_923C_0132.bmp,trajectory,,False,20.56006,44.362595
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/026_RR220204A_869C_0133-01.bmp,trajectory,,False,19.596066,45.577324
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/027_RR220204A_869C_0133-02.bmp,trajectory,,False,19.610909,45.587845
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/028_RR220204A_869C_0134.bmp,trajectory,,False,19.663778,45.566677
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/029_RR220204A_808C_0135.bmp,trajectory,,False,17.77554,46.982246
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/030_RR220204A_800C_0136.bmp,trajectory,,False,17.562725,47.125484
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/031_RR220204A_799C_0137.bmp,trajectory,,False,17.531744,47.151573
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/032_RR220204A_711C_0139.bmp,trajectory,,False,16.960041,47.32002
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/033_RR220204A_708C_0141.bmp,trajectory,,False,16.833876,47.278362
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/034_RR220204A_655C_0142.bmp,trajectory,,False,16.444717,47.262333
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/035_RR220204A_646C_0143.bmp,trajectory,,False,16.183983,47.24106
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/036_RR220204A_587C_0145.bmp,trajectory,,False,15.547824,47.191265
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/037_RR220204A_579C_0146.bmp,trajectory,,False,15.362433,47.17242
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/038_RR220204A_576C_0147.bmp,trajectory,,False,15.272446,47.162464
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/039_RR220204A_516C_0149.bmp,trajectory,,False,14.928338,47.13263
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/040_RR220204A_505C_0150.bmp,trajectory,,False,14.682977,47.104576
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/041_RR220204A_431C_0153.bmp,trajectory,,False,13.910846,47.032005
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/042_RR220204A_423C_0154.bmp,trajectory,,False,13.653783,47.009647
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/043_RR220204A_362C_0156.bmp,trajectory,,False,13.303976,46.981274
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/044_RR220204A_348C_0157.bmp,trajectory,,False,13.122361,46.968685
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/045_RR220204A_343C_0158.bmp,trajectory,,False,13.020556,46.963005
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/046_RR220204A_339C_0159.bmp,trajectory,,False,12.975824,46.959442
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/047_RR220204A_336C_0200.bmp,trajectory,,False,12.85538,46.955017
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/048_RR220204A_245C_0201.bmp,trajectory,,False,12.386253,46.933502
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/049_RR220204A_218C_0201.bmp,trajectory,,False,12.328772,46.93445
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/050_RR220204A_190C_0202.bmp,trajectory,,False,12.244859,46.936638
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/051_RR220204A_240C_0205.bmp,trajectory,,False,9.136083,47.17108
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/052_RR220204A_239C_0205.bmp,trajectory,,False,9.292259,47.157272
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/053_RR220204A_231C_0206.bmp,trajectory,,False,8.77487,47.20939
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/054_RR220204A_241C_0206.bmp,trajectory,,False,8.990803,47.185623
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/055_RR220204A_205C_0207.bmp,trajectory,,False,8.617227,47.225945
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/056_RR220204A_191C_0208.bmp,trajectory,,False,8.347433,47.25531
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/057_RR220204A_188C_0209.bmp,trajectory,,False,8.235624,47.26691
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/058_RR220204A_178C_0211.bmp,trajectory,,False,7.8975263,47.30346
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/059_RR220204A_180C_0211.bmp,trajectory,,False,7.8975263,47.30346
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/060_RR220204A_165C_0212.bmp,trajectory,,False,7.717544,47.324024
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/061_RR220204A_165C_0215-01.bmp,trajectory,,False,7.6922917,47.32596
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/062_RR220204A_165C_0215-02.bmp,trajectory,,False,7.6521935,47.33012
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/063_RR220204A_165C_0215-03.bmp,trajectory,,False,7.674991,47.325806
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/064_RR220204A_165C_0216.bmp,trajectory,,False,7.660081,47.326717
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/065_RR220204A_165C_0217.bmp,trajectory,,False,-16.746183,10.474632
