relative_image_path,date_folder,trajectory_id,frame_index,filename_frame_token,temperature_c,ordering_source,parse_status
2022-02-04/177_RR220204A_544C_1821.bmp,2022-02-04,2022-02-04/RR220204A,177,1821,544,leading_filename_index,parsed
2022-02-04/178_RR220204A_544C_1822.bmp,2022-02-04,2022-02-04/RR220204A,178,1822,544,leading_filename_index,parsed
2022-02-04/179_RR220204A_544C_1823.bmp,2022-02-04,2022-02-04/RR220204A,179,1823,544,leading_filename_index,parsed
2022-02-04/180_RR220204A_553C_1824.bmp,2022-02-04,2022-02-04/RR220204A,180,1824,553,leading_filename_index,parsed
2022-02-04/181_RR220204A_572C_1825.bmp,2022-02-04,2022-02-04/RR220204A,181,1825,572,leading_filename_index,parsed
2022-02-04/182_RR220204A_567C_1825.bmp,2022-02-04,2022-02-04/RR220204A,182,1825,567,leading_filename_index,parsed
2022-02-04/183_RR220204A_569C_1825.bmp,2022-02-04,2022-02-04/RR220204A,183,1825,569,leading_filename_index,parsed
2022-02-04/184_RR220204A_576C_1826.bmp,2022-02-04,2022-02-04/RR220204A,184,1826,576,leading_filename_index,parsed
2022-02-04/185_RR220204A_577C_1826.bmp,2022-02-04,2022-02-04/RR220204A,185,1826,577,leading_filename_index,parsed
2022-02-04/186_RR220204A_578C_1827.bmp,2022-02-04,2022-02-04/RR220204A,186,1827,578,leading_filename_index,parsed
2022-02-04/187_RR220204A_579C_1828.bmp,2022-02-04,2022-02-04/RR220204A,187,1828,579,leading_filename_index,parsed
2022-02-04/188_RR220204A_579C_1829.bmp,2022-02-04,2022-02-04/RR220204A,188,1829,579,leading_filename_index,parsed
2022-02-04/189_RR220204A_578C_1830.bmp,2022-02-04,2022-02-04/RR220204A,189,1830,578,leading_filename_index,parsed
2022-02-04/190_RR220204A_603C_1831.bmp,2022-02-04,2022-02-04/RR220204A,190,1831,603,leading_filename_index,parsed
2022-02-04/191_RR220204A_582C_1831.bmp,2022-02-04,2022-02-04/RR220204A,191,1831,582,leading_filename_index,parsed
2022-02-04/192_RR220204A_607C_1831.bmp,2022-02-04,2022-02-04/RR220204A,192,1831,607,leading_filename_index,parsed
2022-02-04/193_RR220204A_609C_1832.bmp,2022-02-04,2022-02-04/RR220204A,193,1832,609,leading_filename_index,parsed
2022-02-04/194_RR220204A_610C_1832.bmp,2022-02-04,2022-02-04/RR220204A,194,1832,610,leading_filename_index,parsed
2022-02-04/195_RR220204A_611C_1832.bmp,2022-02-04,2022-02-04/RR220204A,195,1832,611,leading_filename_index,parsed
2022-02-04/196_RR220204A_611C_1834.bmp,2022-02-04,2022-02-04/RR220204A,196,1834,611,leading_filename_index,parsed
2022-02-04/197_RR220204A_611C_1835.bmp,2022-02-04,2022-02-04/RR220204A,197,1835,611,leading_filename_index,parsed
2022-02-04/198_RR220204A_610C_1836.bmp,2022-02-04,2022-02-04/RR220204A,198,1836,610,leading_filename_index,parsed
2022-02-04/199_RR220204A_636C_1837.bmp,2022-02-04,2022-02-04/RR220204A,199,1837,636,leading_filename_index,parsed
2022-02-04/200_RR220204A_627C_1837.bmp,2022-02-04,2022-02-04/RR220204A,200,1837,627,leading_filename_index,parsed
2022-02-04/201_RR220204A_642C_1838.bmp,2022-02-04,2022-02-04/RR220204A,201,1838,642,leading_filename_index,parsed
2022-02-04/202_RR220204A_641C_1838.bmp,2022-02-04,2022-02-04/RR220204A,202,1838,641,leading_filename_index,parsed
2022-02-04/203_RR220204A_640C_1838.bmp,2022-02-04,2022-02-04/RR220204A,203,1838,640,leading_filename_index,parsed
2022-02-04/204_RR220204A_642C_1839-01.bmp,2022-02-04,2022-02-04/RR220204A,204,1839-01,642,leading_filename_index,parsed
2022-02-04/205_RR220204A_642C_1839-02.bmp,2022-02-04,2022-02-04/RR220204A,205,1839-02,642,leading_filename_index,parsed
2022-02-04/206_RR220204A_641C_1841.bmp,2022-02-04,2022-02-04/RR220204A,206,1841,641,leading_filename_index,parsed
2022-02-04/207_RR220204A_640C_1842.bmp,2022-02-04,2022-02-04/RR220204A,207,1842,640,leading_filename_index,parsed
2022-02-04/208_RR220204A_639C_1843.bmp,2022-02-04,2022-02-04/RR220204A,208,1843,639,leading_filename_index,parsed
2022-02-04/209_RR220204A_637C_1845.bmp,2022-02-04,2022-02-04/RR220204A,209,1845,637,leading_filename_index,parsed
2022-02-04/210_RR220204A_651C_1846.bmp,2022-02-04,2022-02-04/RR220204A,210,1846,651,leading_filename_index,parsed
2022-02-04/211_RR220204A_667C_1847.bmp,2022-02-04,2022-02-04/RR220204A,211,1847,667,leading_filename_index,parsed
2022-02-04/212_RR220204A_669C_1847.bmp,2022-02-04,2022-02-04/RR220204A,212,1847,669,leading_filename_index,parsed
2022-02-04/213_RR220204A_668C_1847.bmp,2022-02-04,2022-02-04/RR220204A,213,1847,668,leading_filename_index,parsed
2022-02-04/214_RR220204A_665C_1847.bmp,2022-02-04,2022-02-04/RR220204A,214,1847,665,leading_filename_index,parsed
2022-02-04/215_RR220204A_669C_1848.bmp,2022-02-04,2022-02-04/RR220204A,215,1848,669,leading_filename_index,parsed
