stage,epoch,seed,strategy,lambda,budget,job_id,pre_test_accuracy,post_test_accuracy,batch_utility,pre_pairwise_accuracy,post_pairwise_accuracy,selected_pairs,selected_rows,cluster_coverage,cluster_entropy,image_reuse_rate,mean_pair_cosine_similarity,individual_utilities,source_result,per_class_delta.(1 x 1),per_class_delta.c(6 x 2),per_class_delta.(√13 x √13),per_class_delta.HTR
final_comparison,3,79,core_set,0.5,100,009_stage-final_comparison_epoch-3_seed-79_strategy-core_set_lambda-0p5_budget-100,0.5666666666666667,0.36666666666666664,-0.2,0.75,0.7235915492957746,100,384,20,2.9110313808875476,0.08499999999999996,0.97733258059252,,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/009_stage-final_comparison_epoch-3_seed-79_strategy-core_set_lambda-0p5_budget-100/result.json,0.375,-0.75,-0.5,0.16666666666666674
final_comparison,3,42,uncertainty,0.5,100,001_stage-final_comparison_epoch-3_seed-42_strategy-uncertainty_lambda-0p5_budget-100,0.36666666666666664,0.7,0.3333333333333333,0.8393782383419689,0.9350180505415162,100,361,16,2.644547675847673,0.06999999999999995,0.9226126676291178,,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/001_stage-final_comparison_epoch-3_seed-42_strategy-uncertainty_lambda-0p5_budget-100/result.json,0.75,0.25,0.25,0.0
final_comparison,3,42,core_set,0.5,100,004_stage-final_comparison_epoch-3_seed-42_strategy-core_set_lambda-0p5_budget-100,0.36666666666666664,0.43333333333333335,0.06666666666666671,0.8393782383419689,0.9175438596491228,100,377,20,2.812066678557123,0.05500000000000005,0.926608070947514,,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/004_stage-final_comparison_epoch-3_seed-42_strategy-core_set_lambda-0p5_budget-100/result.json,0.125,0.0,-0.125,0.33333333333333337
final_comparison,3,123,uncertainty,0.5,100,011_stage-final_comparison_epoch-3_seed-123_strategy-uncertainty_lambda-0p5_budget-100,0.36666666666666664,0.7,0.3333333333333333,0.8651685393258427,0.9425493716337523,100,379,17,2.7007212879108953,0.09499999999999997,0.9727162126522927,,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/011_stage-final_comparison_epoch-3_seed-123_strategy-uncertainty_lambda-0p5_budget-100/result.json,0.375,0.0,0.75,0.16666666666666663
final_comparison,3,79,uncertainty,0.5,100,006_stage-final_comparison_epoch-3_seed-79_strategy-uncertainty_lambda-0p5_budget-100,0.5666666666666667,0.8333333333333334,0.2666666666666667,0.75,0.9375,100,360,18,2.744937220622486,0.09999999999999998,0.9824211798108154,,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/006_stage-final_comparison_epoch-3_seed-79_strategy-uncertainty_lambda-0p5_budget-100/result.json,0.75,0.0,0.125,0.16666666666666674
final_comparison,3,202,cluster_diverse,0.5,100,followup_seed-202_strategy-cluster_diverse,0.5333333333333333,0.3333333333333333,-0.2,0.907608695652174,0.7692307692307693,100,375,20,2.8444414485768457,0.09999999999999998,0.8762982501430271,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-202_strategy-cluster_diverse/result.json,-0.25,0.0,-0.375,-0.16666666666666669
final_comparison,3,1010,core_set,0.5,100,followup_seed-1010_strategy-core_set,0.6,0.3333333333333333,-0.26666666666666666,0.885,0.7068345323741008,100,356,20,2.8781695518531656,0.07999999999999996,0.9528377664691822,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1010_strategy-core_set/result.json,0.0,-0.375,-0.625,0.0
final_comparison,3,808,core_set,0.5,100,followup_seed-808_strategy-core_set,0.36666666666666664,0.43333333333333335,0.06666666666666671,0.8883248730964467,0.8971631205673759,100,367,20,2.761486910579369,0.09999999999999998,0.8690246692817553,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-808_strategy-core_set/result.json,0.25,0.0,0.0,0.0
final_comparison,3,505,uncertainty_diversity,0.5,100,followup_seed-505_strategy-uncertainty_diversity,0.3333333333333333,0.43333333333333335,0.10000000000000003,0.7524752475247525,0.8869257950530035,100,364,18,2.647652998778338,0.10999999999999999,0.9920137038069438,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-505_strategy-uncertainty_diversity/result.json,0.25,0.125,-0.375,0.5
final_comparison,3,202,core_set,0.5,100,followup_seed-202_strategy-core_set,0.5333333333333333,0.5,-0.033333333333333326,0.907608695652174,0.8447971781305115,100,383,20,2.8823422583071636,0.08499999999999996,0.8745404646464183,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-202_strategy-core_set/result.json,-0.125,0.0,-0.25,0.33333333333333337
final_comparison,3,505,random,0.5,100,followup_seed-505_strategy-random,0.3333333333333333,0.23333333333333334,-0.09999999999999998,0.7524752475247525,0.8873239436619719,100,366,19,2.7028743076663737,0.10999999999999999,0.9913314992081591,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-505_strategy-random/result.json,0.25,0.0,-0.375,-0.3333333333333333
final_comparison,3,707,cluster_diverse,0.5,100,followup_seed-707_strategy-cluster_diverse,0.4666666666666667,0.4,-0.06666666666666665,0.7936507936507936,0.8833034111310593,100,368,20,2.825046023835715,0.09499999999999997,0.9762977721602764,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-707_strategy-cluster_diverse/result.json,-0.875,0.0,0.125,0.6666666666666667
final_comparison,3,303,core_set,0.5,100,followup_seed-303_strategy-core_set,0.3,0.16666666666666666,-0.13333333333333333,0.7989949748743719,0.6579861111111112,100,377,20,2.903131172804022,0.08499999999999996,0.981399998794871,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-303_strategy-core_set/result.json,-0.125,-0.875,-0.125,0.8333333333333334
final_comparison,3,808,random,0.5,100,followup_seed-808_strategy-random,0.36666666666666664,0.4,0.03333333333333338,0.8883248730964467,0.8436426116838488,100,385,20,2.7485621490095755,0.08999999999999997,0.8693106721753361,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-808_strategy-random/result.json,0.625,0.0,-0.25,-0.3333333333333333
final_comparison,3,909,random,0.5,100,followup_seed-909_strategy-random,0.13333333333333333,0.23333333333333334,0.1,0.8031914893617021,0.8110516934046346,100,373,20,2.875061611484629,0.07499999999999996,0.995095442153777,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-909_strategy-random/result.json,0.0,0.375,0.0,0.0
final_comparison,3,1111,uncertainty,0.5,100,followup_seed-1111_strategy-uncertainty,0.06666666666666667,0.7333333333333333,0.6666666666666666,0.71875,0.9244604316546763,100,364,15,2.471827300615308,0.07999999999999996,0.9908011696349583,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1111_strategy-uncertainty/result.json,0.0,0.875,0.875,1.0
final_comparison,3,1212,cluster_diverse,0.5,100,followup_seed-1212_strategy-cluster_diverse,0.3,0.3333333333333333,0.033333333333333326,0.8023255813953488,0.8272727272727273,100,378,20,2.7800201303516383,0.09999999999999998,0.9286368607374438,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1212_strategy-cluster_diverse/result.json,-0.125,0.25,0.0,0.0
final_comparison,3,1010,random,0.5,100,followup_seed-1010_strategy-random,0.6,0.5666666666666667,-0.033333333333333326,0.885,0.8786324786324786,100,385,19,2.7881864697275907,0.10499999999999998,0.9597873717943282,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1010_strategy-random/result.json,0.125,-0.125,0.0,-0.16666666666666663
final_comparison,3,707,random,0.5,100,followup_seed-707_strategy-random,0.4666666666666667,0.43333333333333335,-0.033333333333333326,0.7936507936507936,0.9218181818181819,100,361,20,2.841333508208309,0.08499999999999996,0.9761215706491521,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-707_strategy-random/result.json,-0.875,0.0,0.125,0.8333333333333334
final_comparison,3,606,core_set,0.5,100,followup_seed-606_strategy-core_set,0.5333333333333333,0.6666666666666666,0.1333333333333333,0.8888888888888888,0.902135231316726,100,373,20,2.8092760278200233,0.06999999999999995,0.8959804293255478,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-606_strategy-core_set/result.json,-0.75,1.0,-0.125,0.5
final_comparison,3,1010,uncertainty_diversity,0.5,100,followup_seed-1010_strategy-uncertainty_diversity,0.6,0.4666666666666667,-0.1333333333333333,0.885,0.770197486535009,100,357,19,2.693722740957754,0.08999999999999997,0.9599357002384169,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1010_strategy-uncertainty_diversity/result.json,0.125,-0.25,-0.625,0.33333333333333337
final_comparison,3,707,uncertainty,0.5,100,followup_seed-707_strategy-uncertainty,0.4666666666666667,0.4666666666666667,0.0,0.7936507936507936,0.8360071301247772,100,372,19,2.7479509721505924,0.09999999999999998,0.9764381497388922,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-707_strategy-uncertainty/result.json,0.0,0.0,-0.625,0.8333333333333334
final_comparison,3,606,random,0.5,100,followup_seed-606_strategy-random,0.5333333333333333,0.4,-0.1333333333333333,0.8888888888888888,0.7880434782608695,100,363,19,2.8014202913645594,0.07999999999999996,0.8870916657153709,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-606_strategy-random/result.json,-0.25,0.0,-0.625,0.5
final_comparison,3,505,cluster_diverse,0.5,100,followup_seed-505_strategy-cluster_diverse,0.3333333333333333,0.3333333333333333,0.0,0.7524752475247525,0.8514492753623188,100,350,20,2.715684818180968,0.11499999999999999,0.9917249375594814,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-505_strategy-cluster_diverse/result.json,-0.125,0.125,-0.375,0.5
final_comparison,3,202,random,0.5,100,followup_seed-202_strategy-random,0.5333333333333333,0.4,-0.1333333333333333,0.907608695652174,0.9289520426287744,100,379,20,2.8380740230149257,0.11499999999999999,0.8687769656711574,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-202_strategy-random/result.json,-0.25,0.0,-0.25,0.0
final_comparison,3,909,uncertainty_diversity,0.5,100,followup_seed-909_strategy-uncertainty_diversity,0.13333333333333333,0.23333333333333334,0.1,0.8031914893617021,0.7876588021778584,100,363,18,2.742469005456382,0.07499999999999996,0.9968786362598757,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-909_strategy-uncertainty_diversity/result.json,0.0,0.375,0.0,0.0
final_comparison,3,808,uncertainty,0.5,100,followup_seed-808_strategy-uncertainty,0.36666666666666664,0.36666666666666664,0.0,0.8883248730964467,0.8932384341637011,100,365,17,2.553822939180515,0.09499999999999997,0.8677005860310835,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-808_strategy-uncertainty/result.json,0.25,0.0,0.0,-0.3333333333333333
final_comparison,3,808,cluster_diverse,0.5,100,followup_seed-808_strategy-cluster_diverse,0.36666666666666664,0.36666666666666664,0.0,0.8883248730964467,0.9092526690391459,100,365,20,2.7579767958877843,0.09999999999999998,0.8659480582960848,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-808_strategy-cluster_diverse/result.json,0.125,0.0,0.0,-0.16666666666666663
final_comparison,3,1111,random,0.5,100,followup_seed-1111_strategy-random,0.06666666666666667,0.5666666666666667,0.5,0.71875,0.8793418647166362,100,355,19,2.679808163033922,0.05500000000000005,0.9911094402003147,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1111_strategy-random/result.json,-0.125,0.375,0.875,1.0
final_comparison,3,1313,uncertainty_diversity,0.5,100,followup_seed-1313_strategy-uncertainty_diversity,0.5,0.36666666666666664,-0.13333333333333336,0.8958333333333334,0.8434622467771639,100,351,17,2.72846505059146,0.08999999999999997,0.9012690319123894,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1313_strategy-uncertainty_diversity/result.json,-0.875,0.0,0.375,0.0
final_comparison,3,1313,uncertainty,0.5,100,followup_seed-1313_strategy-uncertainty,0.5,0.4666666666666667,-0.033333333333333326,0.8958333333333334,0.8424908424908425,100,354,17,2.6953276312780856,0.10999999999999999,0.9031926794616854,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1313_strategy-uncertainty/result.json,-0.75,0.0,0.375,0.33333333333333337
final_comparison,3,1111,uncertainty_diversity,0.5,100,followup_seed-1111_strategy-uncertainty_diversity,0.06666666666666667,0.6333333333333333,0.5666666666666667,0.71875,0.9046762589928058,100,364,18,2.569899202190979,0.07999999999999996,0.9904267170994993,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1111_strategy-uncertainty_diversity/result.json,-0.125,0.625,0.875,1.0
final_comparison,3,202,uncertainty,0.5,100,followup_seed-202_strategy-uncertainty,0.5333333333333333,0.3,-0.23333333333333334,0.907608695652174,0.863063063063063,100,371,17,2.6529990873678955,0.12,0.8724574040078192,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-202_strategy-uncertainty/result.json,-0.625,0.0,-0.375,0.16666666666666663
final_comparison,3,909,core_set,0.5,100,followup_seed-909_strategy-core_set,0.13333333333333333,0.06666666666666667,-0.06666666666666667,0.8031914893617021,0.7700729927007299,100,360,20,2.8544848188176077,0.08499999999999996,0.9951149745809281,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-909_strategy-core_set/result.json,0.0,0.0,-0.25,0.0
final_comparison,3,303,random,0.5,100,followup_seed-303_strategy-random,0.3,0.5333333333333333,0.23333333333333334,0.7989949748743719,0.7827648114901257,100,358,20,2.8586648671586494,0.07999999999999996,0.9846414007553418,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-303_strategy-random/result.json,0.875,-0.5,-0.125,0.8333333333333334
final_comparison,3,1212,uncertainty_diversity,0.5,100,followup_seed-1212_strategy-uncertainty_diversity,0.3,0.8333333333333334,0.5333333333333334,0.8023255813953488,0.8910369068541301,100,397,20,2.750750927036511,0.10999999999999999,0.9303840230763666,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1212_strategy-uncertainty_diversity/result.json,0.625,1.0,0.0,0.5
final_comparison,3,1111,core_set,0.5,100,followup_seed-1111_strategy-core_set,0.06666666666666667,0.5,0.43333333333333335,0.71875,0.8225806451612904,100,366,20,2.754947519686742,0.06499999999999995,0.9897953964037329,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1111_strategy-core_set/result.json,0.0,0.0,0.875,1.0
final_comparison,3,707,core_set,0.5,100,followup_seed-707_strategy-core_set,0.4666666666666667,0.5,0.033333333333333326,0.7936507936507936,0.7960992907801419,100,375,20,2.881553105379406,0.09499999999999997,0.9759559803124616,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-707_strategy-core_set/result.json,-0.25,0.0,-0.25,0.8333333333333334
final_comparison,3,707,uncertainty_diversity,0.5,100,followup_seed-707_strategy-uncertainty_diversity,0.4666666666666667,0.26666666666666666,-0.2,0.7936507936507936,0.8342245989304813,100,372,20,2.7866934242966535,0.09999999999999998,0.9755182292102906,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-707_strategy-uncertainty_diversity/result.json,-0.125,0.0,-0.625,0.0
final_comparison,3,1212,core_set,0.5,100,followup_seed-1212_strategy-core_set,0.3,0.4,0.10000000000000003,0.8023255813953488,0.8969804618117229,100,391,20,2.789794022778147,0.07999999999999996,0.9307119928583026,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1212_strategy-core_set/result.json,0.0,0.0,0.375,0.0
final_comparison,3,404,uncertainty,0.5,100,followup_seed-404_strategy-uncertainty,0.23333333333333334,0.6333333333333333,0.39999999999999997,0.7365591397849462,0.7428057553956835,100,370,19,2.7611143591843277,0.11499999999999999,0.9837043252271931,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-404_strategy-uncertainty/result.json,-0.375,0.875,0.875,0.16666666666666663
final_comparison,3,1111,cluster_diverse,0.5,100,followup_seed-1111_strategy-cluster_diverse,0.06666666666666667,0.5666666666666667,0.5,0.71875,0.7704626334519573,100,370,18,2.662907457093,0.08499999999999996,0.9910657508704538,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1111_strategy-cluster_diverse/result.json,0.5,0.25,0.625,0.6666666666666666
final_comparison,3,1212,random,0.5,100,followup_seed-1212_strategy-random,0.3,0.43333333333333335,0.13333333333333336,0.8023255813953488,0.8497316636851521,100,387,19,2.746708628608034,0.11499999999999999,0.9313514769572948,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1212_strategy-random/result.json,-0.25,1.0,0.0,-0.3333333333333333
final_comparison,3,909,uncertainty,0.5,100,followup_seed-909_strategy-uncertainty,0.13333333333333333,0.23333333333333334,0.1,0.8031914893617021,0.8450450450450451,100,367,16,2.6345327842932806,0.08999999999999997,0.9972569534062493,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-909_strategy-uncertainty/result.json,0.0,0.375,0.0,0.0
final_comparison,3,202,uncertainty_diversity,0.5,100,followup_seed-202_strategy-uncertainty_diversity,0.5333333333333333,0.43333333333333335,-0.09999999999999998,0.907608695652174,0.790990990990991,100,371,18,2.703910595065465,0.11499999999999999,0.8734957047044949,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-202_strategy-uncertainty_diversity/result.json,0.125,0.25,-0.875,0.16666666666666663
final_comparison,3,1313,cluster_diverse,0.5,100,followup_seed-1313_strategy-cluster_diverse,0.5,0.5,0.0,0.8958333333333334,0.8523985239852399,100,350,20,2.8601388928897826,0.11499999999999999,0.9013697798911432,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1313_strategy-cluster_diverse/result.json,-0.875,0.375,0.25,0.33333333333333337
final_comparison,3,1313,core_set,0.5,100,followup_seed-1313_strategy-core_set,0.5,0.5333333333333333,0.033333333333333326,0.8958333333333334,0.8505535055350554,100,350,20,2.8831454627116226,0.08999999999999997,0.9023067973885316,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1313_strategy-core_set/result.json,-0.875,0.625,0.375,0.0
final_comparison,3,404,random,0.5,100,followup_seed-404_strategy-random,0.23333333333333334,0.7333333333333333,0.49999999999999994,0.7365591397849462,0.798932384341637,100,376,20,2.8512179917371805,0.10499999999999998,0.9821175330724053,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-404_strategy-random/result.json,0.125,0.875,0.875,0.0
final_comparison,3,1313,random,0.5,100,followup_seed-1313_strategy-random,0.5,0.43333333333333335,-0.06666666666666665,0.8958333333333334,0.8333333333333334,100,360,20,2.8793164303546206,0.125,0.9114751207563843,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1313_strategy-random/result.json,-0.875,0.0,0.375,0.33333333333333337
final_comparison,3,909,cluster_diverse,0.5,100,followup_seed-909_strategy-cluster_diverse,0.13333333333333333,0.3333333333333333,0.19999999999999998,0.8031914893617021,0.736936936936937,100,367,20,2.8139903769974794,0.08499999999999996,0.9956356698412021,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-909_strategy-cluster_diverse/result.json,0.375,0.375,0.0,0.0
final_comparison,3,606,uncertainty,0.5,100,followup_seed-606_strategy-uncertainty,0.5333333333333333,0.5,-0.033333333333333326,0.8888888888888888,0.8300884955752212,100,376,18,2.6921506571123723,0.09499999999999997,0.8769086904982741,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-606_strategy-uncertainty/result.json,-0.25,0.0,0.0,0.16666666666666669
final_comparison,3,606,uncertainty_diversity,0.5,100,followup_seed-606_strategy-uncertainty_diversity,0.5333333333333333,0.5,-0.033333333333333326,0.8888888888888888,0.9294532627865961,100,378,20,2.783728315396359,0.08499999999999996,0.8769057320860526,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-606_strategy-uncertainty_diversity/result.json,-0.375,0.0,-0.125,0.5
final_comparison,3,808,uncertainty_diversity,0.5,100,followup_seed-808_strategy-uncertainty_diversity,0.36666666666666664,0.36666666666666664,0.0,0.8883248730964467,0.9081081081081082,100,358,20,2.7082908308591636,0.08999999999999997,0.8619315721273704,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-808_strategy-uncertainty_diversity/result.json,0.0,0.0,0.0,0.0
final_comparison,3,1010,cluster_diverse,0.5,100,followup_seed-1010_strategy-cluster_diverse,0.6,0.43333333333333335,-0.16666666666666663,0.885,0.7816901408450704,100,368,20,2.803153261338823,0.10999999999999999,0.9584087097025134,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-1010_strategy-cluster_diverse/result.json,0.25,-0.875,0.0,0.0
final_comparison,3,303,cluster_diverse,0.5,100,followup_seed-303_strategy-cluster_diverse,0.3,0.3,0.0,0.7989949748743719,0.6868327402135231,100,363,20,2.845602754287968,0.10999999999999999,0.9840880800137217,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-303_strategy-cluster_diverse/result.json,0.25,-0.75,-0.125,0.8333333333333334
final_comparison,3,303,uncertainty,0.5,100,followup_seed-303_strategy-uncertainty,0.3,0.7,0.39999999999999997,0.7989949748743719,0.9299820466786356,100,358,17,2.6653642138555482,0.08499999999999996,0.9918441153641426,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-303_strategy-uncertainty/result.json,0.125,0.125,0.625,0.8333333333333334
final_comparison,3,303,uncertainty_diversity,0.5,100,followup_seed-303_strategy-uncertainty_diversity,0.3,0.5,0.2,0.7989949748743719,0.9350180505415162,100,355,18,2.713037771770737,0.07999999999999996,0.9889918098552238,,/content/quantum rheed codex/result/professor_followup_analysis/final_comparison/jobs/followup_seed-303_strategy-uncertainty_diversity/result.json,0.25,-0.5,0.75,0.3333333333333333
